codigo_ocorrencia2,ocorrencia_classificacao,ocorrencia_cidade,ocorrencia_uf,ocorrencia_aerodromo,ocorrencia_dia,Dia,Mes,Ano,aeronave_matricula,aeronave_tipo_veiculo,aeronave_fabricante,aeronave_modelo,aeronave_tipo_icao,aeronave_motor_tipo,aeronave_motor_quantidade,aeronave_pmd,aeronave_registro_segmento,aeronave_voo_origem,aeronave_voo_destino,aeronave_fase_operacao,aeronave_nivel_dano,aeronave_fatalidades_total
79441,INCIDENTE,CURITIBA,PR,SBBI,12/07/2020,12,7,2020,PREAZ,AVIÃO,HAWKER BEECHCRAFT,C90GTI,BE9L,TURBOÉLICE,BIMOTOR,4581,PARTICULAR,***,***,ESTACIONAMENTO,LEVE,0
79441,INCIDENTE,CURITIBA,PR,SBBI,12/07/2020,12,7,2020,PRECB,HELICÓPTERO,EUROCOPTER FRANCE,EC 130 B4,EC30,TURBOEIXO,MONOMOTOR,2427,ADMINISTRAÇÃO DIRETA,BACACHERI,FORA DE AERODROMO,DECOLAGEM,NENHUM,0
79441,INCIDENTE,CURITIBA,PR,SBBI,12/07/2020,12,7,2020,PRVIV,AVIÃO,CIRRUS DESIGN,SR22,SR22,PISTÃO,MONOMOTOR,1542,PARTICULAR,***,***,ESTACIONAMENTO,LEVE,0
79445,ACIDENTE,ALTA FLORESTA D'OESTE,RO,****,16/07/2020,16,7,2020,PRNCF,AVIÃO,CESSNA AIRCRAFT,210N,C210,PISTÃO,MONOMOTOR,1724,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,***,DESTRUÍDA,0
79446,ACIDENTE,ÁLVARES MACHADO,SP,SDEM,16/07/2020,16,7,2020,PPEOW,HELICÓPTERO,HELIBRAS,AS 350 B2,AS50,TURBOEIXO,MONOMOTOR,2250,ADMINISTRAÇÃO DIRETA,ESTÂNCIA MACHADO,ESTÂNCIA MACHADO,APROXIMAÇÃO FINAL,NENHUM,1
79447,ACIDENTE,NÃO IDENTIFICADA,RO,****,19/07/2020,19,7,2020,PUGUT,ULTRALEVE,FLYER INDUSTRIA AERONAUTICA LTDA,RANS S-6ES,ULAC,PISTÃO,MONOMOTOR,410,EXPERIMENTAL,PISTA DE POUSO  NÃO HOMOLOGADA,ROLIM DE MOURA,CRUZEIRO,SUBSTANCIAL,0
79448,INCIDENTE,CHAPADÃO DO SUL,MS,SDRV,20/07/2020,20,7,2020,PRJPY,AVIÃO,AIR TRACTOR,AT-402B,AT3T,TURBOÉLICE,MONOMOTOR,3175,PARTICULAR,TENOAR,ROSADA,DECOLAGEM,LEVE,0
79451,ACIDENTE,IBIÚNA,SP,****,20/07/2020,20,7,2020,PRGKK,HELICÓPTERO,ROBINSON HELICOPTER,R44 II,R44,PISTÃO,MONOMOTOR,1134,PARTICULAR,***,***,DECOLAGEM,SUBSTANCIAL,0
79449,ACIDENTE,PATROCÍNIO,MG,****,21/07/2020,21,7,2020,PRFEK,AVIÃO,CESSNA AIRCRAFT,188B,C188,PISTÃO,MONOMOTOR,1814,AGRÍCOLA,FORA DE AERODROMO,FORA DE AERODROMO,SUBIDA,SUBSTANCIAL,0
79450,INCIDENTE,MANAUS,AM,SWFN,21/07/2020,21,7,2020,PRATA,AVIÃO,CESSNA AIRCRAFT,208B,C208,TURBOÉLICE,MONOMOTOR,3969,TÁXI AÉREO,NOVO ARIPUANÃ,FLORES,CORRIDA APÓS POUSO,NENHUM,0
79453,INCIDENTE,VITÓRIA,ES,SBVT,21/07/2020,21,7,2020,PRIHP,AVIÃO,CESSNA AIRCRAFT,208B,C208,TURBOÉLICE,MONOMOTOR,3969,TÁXI AÉREO,GOVERNADOR ANDRÉ FRANCO MONTORO,EURICO DE AGUIAR SALLES,POUSO,NENHUM,0
79727,INCIDENTE,CAMPINAS,SP,SDAM,21/07/2020,21,7,2020,PTECM,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-720C,PA32,PISTÃO,MONOMOTOR,1542,PARTICULAR,TATUÍ,AERODRÓMO ESTADUAL DE CAMPINAS / AMARAIS,POUSO,LEVE,0
79458,ACIDENTE,SÃO JOÃO DEL REI,MG,****,22/07/2020,22,7,2020,PUFCC,***,***,FC-04 PEGASUS,***,***,***,0,EXPERIMENTAL,SÃO JOÃO DEL REI,SÃO JOÃO DEL REI,MANOBRA,SUBSTANCIAL,0
79455,ACIDENTE,ITAMARATI,AM,****,23/07/2020,23,7,2020,PURKL,ULTRALEVE,ROBERTO KELLER,FEELING,ULAC,PISTÃO,MONOMOTOR,500,PARTICULAR,***,***,INDETERMINADA,SUBSTANCIAL,0
79457,ACIDENTE,GUABIRUBA,SC,****,25/07/2020,25,7,2020,PUOOO,ULTRALEVE,***,KOLBFLYER,ULAC,PISTÃO,MONOMOTOR,598,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,CRUZEIRO,SUBSTANCIAL,0
79498,INCIDENTE GRAVE,PICOS,PI,SNPC,25/07/2020,25,7,2020,PULLK,AVIÃO,MONTAER LTDA.,MONTAER MC01,ZZZZ,PISTÃO,MONOMOTOR,600,PARTICULAR,PICOS,PICOS,POUSO,LEVE,0
79471,INCIDENTE,GUARULHOS,SP,SBGR,26/07/2020,26,7,2020,PTMSW,AVIÃO,BOEING COMPANY,767-316,B763,JATO,BIMOTOR,186880,REGULAR,GOVERNADOR ANDRÉ FRANCO MONTORO,EDUARDO GOMES,CRUZEIRO,NENHUM,0
79460,ACIDENTE,BRASÍLIA,DF,****,30/07/2020,30,7,2020,PRMJX,HELICÓPTERO,HELIBRAS,AS 350 B2,AS50,TURBOEIXO,MONOMOTOR,2250,ADMINISTRAÇÃO DIRETA,FORA DE AERODROMO,FORA DE AERODROMO,APROXIMAÇÃO FINAL,SUBSTANCIAL,0
79470,INCIDENTE,SANTARÉM,PA,SBSN,30/07/2020,30,7,2020,PRAKF,AVIÃO,AEROSPATIALE AND ALENIA,ATR-72-212A,AT73,TURBOÉLICE,BIMOTOR,23000,REGULAR,MAESTRO WILSON FONSECA,VIRACOPOS,CRUZEIRO,NENHUM,0
79461,INCIDENTE,RIO DE JANEIRO,RJ,****,31/07/2020,31,7,2020,PRSHL,HELICÓPTERO,SIKORSKY AIRCRAFT,S-76C,S76,TURBOEIXO,BIMOTOR,5307,TÁXI AÉREO,FORA DE AERODROMO,JACAREPAGUÁ,CRUZEIRO,NENHUM,0
79468,INCIDENTE,BELÉM,PA,****,31/07/2020,31,7,2020,PRBAC,AVIÃO,BEECH AIRCRAFT,58,BE58,PISTÃO,BIMOTOR,2449,ADMINISTRAÇÃO DIRETA,VAL DE CANS / JÚLIO CEZAR RIBEIRO,CIBRASA,SUBIDA,LEVE,0
79465,INCIDENTE GRAVE,CURITIBA,PR,SBBI,02/08/2020,2,8,2020,PPGRQ,AVIÃO,AERO BOERO,AB-115,AB11,PISTÃO,MONOMOTOR,770,INSTRUÇÃO,BACACHERI,BACACHERI,CORRIDA APÓS POUSO,LEVE,0
79466,INCIDENTE GRAVE,BAURU,SP,SBBU,03/08/2020,3,8,2020,PPHSX,AVIÃO,AERO BOERO,AB-180,AB18,PISTÃO,MONOMOTOR,844,INSTRUÇÃO,BAURU,BAURU,CORRIDA APÓS POUSO,LEVE,0
79467,INCIDENTE GRAVE,SALVADOR,BA,SBSV,03/08/2020,3,8,2020,PTRGV,AVIÃO,EMBRAER,EMB-820C CARAJA,PAT4,TURBOÉLICE,BIMOTOR,3629,TÁXI AÉREO,BARREIRAS,DEPUTADO LUÍS EDUARDO MAGALHÃES,POUSO,LEVE,0
79477,INCIDENTE,CONFINS,MG,SBCF,03/08/2020,3,8,2020,PRAYY,AVIÃO,EMBRAER,ERJ 190-200 IGW,E190,JATO,BIMOTOR,52290,REGULAR,TANCREDO NEVES,DEPUTADO LUÍS EDUARDO MAGALHÃES,CRUZEIRO,NENHUM,0
79469,INCIDENTE,PORTO VELHO,RO,SBPV,04/08/2020,4,8,2020,PRYRI,AVIÃO,AIRBUS INDUSTRIE,A320-251N,A320,JATO,BIMOTOR,77000,REGULAR,EDUARDO GOMES,GOVERNADOR JORGE TEIXEIRA DE OLIVEIRA,POUSO,LEVE,0
79474,INCIDENTE GRAVE,SÃO JOSÉ DO RIO PRETO,SP,SBSR,06/08/2020,6,8,2020,PPGLS,AVIÃO,AERO BOERO,AB-115,AB11,PISTÃO,MONOMOTOR,770,INSTRUÇÃO,PROFESSOR ERIBERTO MANOEL REINO,PROFESSOR ERIBERTO MANOEL REINO,CORRIDA APÓS POUSO,LEVE,0
79478,INCIDENTE,RIO DE JANEIRO,RJ,SBGL,06/08/2020,6,8,2020,PRGEQ,AVIÃO,BOEING COMPANY,737-7K5,B737,JATO,BIMOTOR,64000,REGULAR,ANTONIO CARLOS JOBIM / GALEÃO,PRESIDENTE JUSCELINO KUBITSCHEK,CRUZEIRO,NENHUM,0
79484,ACIDENTE,GURUPI,TO,SWGI,08/08/2020,8,8,2020,PTVIF,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-720D,PA32,PISTÃO,MONOMOTOR,1633,PARTICULAR,GURUPI,BRIGADEIRO LYSIAS RODRIGUES,DECOLAGEM,SUBSTANCIAL,0
79475,INCIDENTE,RIO DE JANEIRO,RJ,****,09/08/2020,9,8,2020,PRBGN,HELICÓPTERO,SIKORSKY AIRCRAFT,S-92A,S92,TURBOEIXO,BIMOTOR,12020,TÁXI AÉREO,JACAREPAGUÁ,FORA DE AERODROMO,CRUZEIRO,NENHUM,0
79486,ACIDENTE,SINOP,MT,*****,09/08/2020,9,8,2020,PPDJS,AVIÃO,PIPER AIRCRAFT,PA-12,PA12,PISTÃO,MONOMOTOR,794,INSTRUÇÃO,***,***,ARREMETIDA NO SOLO,SUBSTANCIAL,0
79479,INCIDENTE,JUNDIAÍ,SP,SBJD,10/08/2020,10,8,2020,PRLJP,AVIÃO,PIPER AIRCRAFT,PA-34-220T,PA34,PISTÃO,BIMOTOR,2155,PARTICULAR,AEROPORTO ESTADUAL DE JUNDIAÍ,AEROPORTO ESTADUAL DE JUNDIAÍ,CORRIDA APÓS POUSO,NENHUM,0
79487,INCIDENTE,BELO HORIZONTE,MG,SBPR,11/08/2020,11,8,2020,PTVDD,AVIÃO,EMBRAER,EMB-810D,PA34,PISTÃO,BIMOTOR,2155,PARTICULAR,FRANCISCO DE ASSIS,CARLOS PRATES,CORRIDA APÓS POUSO,LEVE,0
79481,INCIDENTE,BELÉM,PA,SBBE,12/08/2020,12,8,2020,PTRXT,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-720D,PA32,PISTÃO,MONOMOTOR,1633,TÁXI AÉREO,BREVES,VAL DE CANS / JÚLIO CEZAR RIBEIRO,CORRIDA APÓS POUSO,LEVE,0
79482,INCIDENTE,SÃO PAULO,SP,SBGR,12/08/2020,12,8,2020,PRAAB,AVIÃO,CESSNA AIRCRAFT,208B,C208,TURBOÉLICE,MONOMOTOR,3969,ADMINISTRAÇÃO DIRETA,PRESIDENTE JUSCELINO KUBITSCHEK,GOVERNADOR ANDRÉ FRANCO MONTORO,POUSO,LEVE,0
79485,INCIDENTE,MACAPÁ,AP,SBMQ,12/08/2020,12,8,2020,PRYJB,***,AIRBUS INDUSTRIE,A321-251NX,A21N,JATO,BIMOTOR,93500,REGULAR,VAL DE CANS / JÚLIO CEZAR RIBEIRO,ALBERTO ALCOLUMBRE,CORRIDA APÓS POUSO,LEVE,0
79483,INCIDENTE GRAVE,JUNDIAÍ,SP,SBJD,13/08/2020,13,8,2020,PRIDE,AVIÃO,CESSNA AIRCRAFT,152,C152,PISTÃO,MONOMOTOR,757,INSTRUÇÃO,AEROPORTO ESTADUAL DE JUNDIAÍ,AEROPORTO ESTADUAL DE JUNDIAÍ,CORRIDA APÓS POUSO,NENHUM,0
79491,INCIDENTE GRAVE,ANÁPOLIS,GO,SWNS,13/08/2020,13,8,2020,PTNFM,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-711C,P28R,PISTÃO,MONOMOTOR,1202,PARTICULAR,MÁRIO DE ALMEIDA FRANCO,ANÁPOLIS,CORRIDA APÓS POUSO,LEVE,0
79488,INCIDENTE GRAVE,ITIRAPINA,SP,SDJA,15/08/2020,15,8,2020,PPMMN,AVIÃO,PIPER AIRCRAFT,PA-46R-350T,PA46,PISTÃO,MONOMOTOR,1969,PARTICULAR,DR. JOSÉ DE ARRUDA BOTELHO,DR. JOSÉ DE ARRUDA BOTELHO,POUSO,LEVE,0
79489,INCIDENTE GRAVE,SANTA CRUZ DO SUL,RS,SSSC,15/08/2020,15,8,2020,PTUQQ,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-202,IPAN,PISTÃO,MONOMOTOR,1800,AGRÍCOLA,SANTA CRUZ DO SUL,PISTA DE POUSO EVENTUAL,SUBIDA,LEVE,0
79492,INCIDENTE,PRIMAVERA DO LESTE,MT,SWPY,15/08/2020,15,8,2020,PSCEW,AVIÃO,AIR TRACTOR,AT-502A,AT5T,TURBOÉLICE,MONOMOTOR,3629,AGRÍCOLA,PISTA DE POUSO  NÃO HOMOLOGADA,PRIMAVERA DO LESTE,CORRIDA APÓS POUSO,LEVE,0
79496,INCIDENTE,BELO HORIZONTE,MG,SBBH,15/08/2020,15,8,2020,PPEJO,AVIÃO,BEECH AIRCRAFT,300,BE30,TURBOÉLICE,BIMOTOR,6350,ADMINISTRAÇÃO DIRETA,CARLOS DRUMMOND DE ANDRADE / PAMPULHA,CARLOS DRUMMOND DE ANDRADE / PAMPULHA,SUBIDA,NENHUM,0
79522,INCIDENTE,FLORIANÓPOLIS,SC,SBFL,17/08/2020,17,8,2020,PRAYV,AVIÃO,EMBRAER,ERJ 190-200 IGW,E190,JATO,BIMOTOR,52290,REGULAR,VIRACOPOS,HERCÍLIO LUZ,POUSO,LEVE,0
79493,ACIDENTE,UNAÍ,MG,****,18/08/2020,18,8,2020,PTUAY,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-201A,IPAN,PISTÃO,MONOMOTOR,1800,AGRÍCOLA,***,***,MANOBRA,SUBSTANCIAL,1
79497,ACIDENTE,SÃO DESIDÉRIO,BA,****,20/08/2020,20,8,2020,PRBSR,AVIÃO,AIR TRACTOR,AT-502B,AT5T,TURBOÉLICE,MONOMOTOR,3629,ESPECIALIZADA,***,***,MANOBRA,SUBSTANCIAL,0
79499,INCIDENTE,RECIFE,PE,SBRF,20/08/2020,20,8,2020,PRYRD,AVIÃO,AIRBUS INDUSTRIE,A320-251N,A320,JATO,TRIMOTOR,79000,REGULAR,VIRACOPOS,GUARARAPES - GILBERTO FREYRE,CRUZEIRO,NENHUM,0
79495,ACIDENTE,MACAPÁ,AP,****,21/08/2020,21,8,2020,PTNHW,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-710C,P28B,PISTÃO,MONOMOTOR,1361,PARTICULAR,BELÉM/BRIGADEIRO PROTÁSIO DE OLIVEIRA,HANGAR COMANDANTE SALOMÃO ALCOLUMBRE,CRUZEIRO,SUBSTANCIAL,0
79500,INCIDENTE,CURITIBA,PR,SBBI,22/08/2020,22,8,2020,PPGAA,AVIÃO,AERO BOERO,AB-115,AB11,PISTÃO,MONOMOTOR,770,INSTRUÇÃO,BACACHERI,BACACHERI,DECOLAGEM,NENHUM,0
79514,INCIDENTE,SÃO PAULO,SP,SBGR,23/08/2020,23,8,2020,PRGEA,AVIÃO,BOEING COMPANY,737-7EH,B737,JATO,BIMOTOR,70080,REGULAR,GOVERNADOR ANDRÉ FRANCO MONTORO,MARECHAL RONDON,SUBIDA,NENHUM,0
79502,ACIDENTE,NOBRES,MT,****,24/08/2020,24,8,2020,PTVGV,AVIÃO,EMBRAER,EMB-810D,PA34,PISTÃO,BIMOTOR,2155,PARTICULAR,SANTO ANTÔNIO DE LEVERGER,NOVO PROGRESSO,CRUZEIRO,SUBSTANCIAL,3
79507,INCIDENTE,CAMPINAS,SP,SBKP,24/08/2020,24,8,2020,PRAKA,AVIÃO,AEROSPATIALE AND ALENIA,ATR-72-212A,AT72,TURBOÉLICE,BIMOTOR,23000,REGULAR,VIRACOPOS,PROFESSOR ERIBERTO MANOEL REINO,CRUZEIRO,NENHUM,0
79501,INCIDENTE,CURITIBA,PR,SBBI,25/08/2020,25,8,2020,PRTAH,AVIÃO,PIPER AIRCRAFT,PA-42-720,PAY3,TURBOÉLICE,BIMOTOR,5080,TÁXI AÉREO,HERCÍLIO LUZ,BACACHERI,CORRIDA APÓS POUSO,LEVE,0
79508,INCIDENTE,BOA VISTA,RR,SBBV,25/08/2020,25,8,2020,PTWEE,AVIÃO,CESSNA AIRCRAFT,U206F,C206,PISTÃO,MONOMOTOR,1633,TÁXI AÉREO,PALIMIÚ,ATLAS BRASIL CANTANHEDE,CORRIDA APÓS POUSO,LEVE,0
79504,ACIDENTE,SÃO PAULO,SP,SBMT,26/08/2020,26,8,2020,PREVA,AVIÃO,BEECH AIRCRAFT,C90A,BE9L,TURBOÉLICE,BIMOTOR,4377,PARTICULAR,CARLOS DRUMMOND DE ANDRADE / PAMPULHA,CAMPO DE MARTE,CORRIDA APÓS POUSO,SUBSTANCIAL,0
79505,ACIDENTE,GUARATINGUETÁ,SP,SBGW,26/08/2020,26,8,2020,PPGMC,AVIÃO,AERO BOERO,AB-115,AB11,PISTÃO,MONOMOTOR,770,INSTRUÇÃO,GUARATINGUETÁ,GUARATINGUETÁ,CORRIDA APÓS POUSO,SUBSTANCIAL,0
79521,INCIDENTE,SÃO PAULO,SP,SBSP,26/08/2020,26,8,2020,PRAKB,AVIÃO,AEROSPATIALE AND ALENIA,ATR-72-212A,AT72,TURBOÉLICE,BIMOTOR,23000,REGULAR,TANCREDO NEVES,CONGONHAS,CRUZEIRO,NENHUM,0
79512,INCIDENTE GRAVE,ARAQUARI,SC,SWON,27/08/2020,27,8,2020,PTNGR,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-711C,P28R,PISTÃO,MONOMOTOR,1202,PARTICULAR,AEROCLUBE DE SANTA CATARINA,CAMPO DE MARTE,POUSO,LEVE,0
79509,INCIDENTE,AMERICANA,SP,SDAI,28/08/2020,28,8,2020,PPGYB,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,56-B,PAUL,PISTÃO,MONOMOTOR,660,INSTRUÇÃO,ESTADUAL ARTHUR SIQUEIRA,ESTADUAL ARTHUR SIQUEIRA,DECOLAGEM,LEVE,0
79510,ACIDENTE,TERESINA,PI,****,28/08/2020,28,8,2020,PTAFN,AVIÃO,BEECH AIRCRAFT,C35,BE35,PISTÃO,MONOMOTOR,1225,PARTICULAR,NOSSA SENHORA DE FÁTIMA,***,DECOLAGEM,DESTRUÍDA,1
79511,INCIDENTE,DIAMANTINA,MG,SNDT,29/08/2020,29,8,2020,PTVSD,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-810D,PA34,PISTÃO,BIMOTOR,2155,ADMINISTRAÇÃO DIRETA,CAMPO DE MARTE,MÁRIO RIBEIRO,CRUZEIRO,NENHUM,0
79516,INCIDENTE,CURITIBA,PR,SBBI,30/08/2020,30,8,2020,PRFFI,***,PIPER AIRCRAFT,PA-28-161,***,***,SEM TRAÇÃO,0,INSTRUÇÃO,HERCÍLIO LUZ,BACACHERI,CORRIDA APÓS POUSO,LEVE,0
79515,INCIDENTE,ARIPUANÃ,MT,*****,31/08/2020,31,8,2020,PTMEJ,AVIÃO,CESSNA AIRCRAFT,208B,C208,TURBOÉLICE,MONOMOTOR,3969,TÁXI AÉREO,JUÍNA,***,POUSO,LEVE,0
79529,INCIDENTE,PARÁ DE MINAS,MG,SNPA,31/08/2020,31,8,2020,PRVOZ,AVIÃO,CESSNA AIRCRAFT,152,C152,PISTÃO,MONOMOTOR,757,INSTRUÇÃO,PARÁ DE MINAS,PARÁ DE MINAS,SUBIDA,NENHUM,0
79517,INCIDENTE,PARÁ DE MINAS,MG,SNPA,01/09/2020,1,9,2020,PRTBT,AVIÃO,CESSNA AIRCRAFT,152,C152,PISTÃO,MONOMOTOR,757,INSTRUÇÃO,PARÁ DE MINAS,PARÁ DE MINAS,SUBIDA,NENHUM,0
79518,ACIDENTE,CACOAL,RO,****,01/09/2020,1,9,2020,PRMSF,AVIÃO,CESSNA AIRCRAFT,R182,C82R,PISTÃO,MONOMOTOR,1406,PARTICULAR,***,***,INDETERMINADA,SUBSTANCIAL,0
79519,INCIDENTE GRAVE,RIBAS DO RIO PARDO,MS,****,02/09/2020,2,9,2020,PTGUP,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-201A,IPAN,PISTÃO,MONOMOTOR,1800,AGRÍCOLA,PISTA DE POUSO  NÃO HOMOLOGADA,PISTA DE POUSO  NÃO HOMOLOGADA,MANOBRA,LEVE,0
79527,INCIDENTE,MACEIÓ,AL,SBMO,02/09/2020,2,9,2020,PRAQM,AVIÃO,AEROSPATIALE AND ALENIA,ATR-72-212A,AT72,TURBOÉLICE,BIMOTOR,23000,REGULAR,SANTA MARIA,GUARARAPES - GILBERTO FREYRE,CRUZEIRO,NENHUM,0
79520,ACIDENTE,CAMPO GRANDE,MS,SSKG,03/09/2020,3,9,2020,PTKJU,AVIÃO,CESSNA AIRCRAFT,U206F,C206,PISTÃO,MONOMOTOR,1633,PARTICULAR,ESTÂNCIA SANTA MARIA,FAZENDA CAMPINAS,DECOLAGEM,SUBSTANCIAL,0
79528,INCIDENTE,MANAUS,AM,SBEG,03/09/2020,3,9,2020,PRAJY,AVIÃO,BOEING COMPANY,737-48E,737,JATO,BIMOTOR,65090,REGULAR,EDUARDO GOMES,PINTO MARTINS,DECOLAGEM,NENHUM,0
79525,INCIDENTE,VÁRZEA GRANDE,MT,SBCY,04/09/2020,4,9,2020,PTIEC,AVIÃO,TWIN COMMANDER,681,AC80,TURBOÉLICE,BIMOTOR,4264,TÁXI AÉREO,GOVERNADOR JORGE TEIXEIRA DE OLIVEIRA,MARECHAL RONDON,DESCIDA,NENHUM,0
79531,INCIDENTE,BOITUVA,SP,SDOI,06/09/2020,6,9,2020,PPNYM,HELICÓPTERO,EUROCOPTER FRANCE,EC 155 B1,EC55,TURBOEIXO,BIMOTOR,4920,PARTICULAR,CONGONHAS,CENTRO NACIONAL DE PÁRA-QUEDISMO,TÁXI,NENHUM,0
79524,ACIDENTE,BELO HORIZONTE,MG,SBBH,07/09/2020,7,9,2020,PRAUR,AVIÃO,ISRAEL AIRCRAFT,GULFSTREAM 200,GALX,JATO,BIMOTOR,15808,PARTICULAR,CARLOS DRUMMOND DE ANDRADE / PAMPULHA,CARLOS DRUMMOND DE ANDRADE / PAMPULHA,DECOLAGEM,SUBSTANCIAL,0
79534,INCIDENTE,RECIFE,PE,SBRF,08/09/2020,8,9,2020,PRAYW,AVIÃO,EMBRAER,ERJ 190-200 IGW,E190,JATO,BIMOTOR,52290,REGULAR,SANTA GENOVEVA/GOIÂNIA,DEPUTADO LUÍS EDUARDO MAGALHÃES,PROCEDIMENTO DE APROXIMAÇÃO IFR,NENHUM,0
79536,ACIDENTE,SANTA ROSA,RS,SSZR,08/09/2020,8,9,2020,PTRXI,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-711ST,P28T,PISTÃO,MONOMOTOR,1315,PARTICULAR,SANTA ROSA,SANTA ROSA,TÁXI,SUBSTANCIAL,0
79546,INCIDENTE,CURITIBA,PR,SBBI,09/09/2020,9,9,2020,PRFBO,AVIÃO,PIPER AIRCRAFT,PA-34-220T,PA34,PISTÃO,BIMOTOR,2155,PARTICULAR,LAURO CARNEIRO DE LOYOLA,CARLOS DRUMMOND DE ANDRADE / PAMPULHA,POUSO,LEVE,0
79532,INCIDENTE,CUIABÁ,MT,SBCY,10/09/2020,10,9,2020,PPOSP,AVIÃO,CESSNA AIRCRAFT,208B,C208,TURBOÉLICE,MONOMOTOR,3969,REGULAR,FAZ. SANTA MARIA DO PORTO DE CAPIVARA,MARECHAL RONDON,CORRIDA APÓS POUSO,NENHUM,0
79539,INCIDENTE,CAMPINAS,SP,SBKP,10/09/2020,10,9,2020,PSAEB,AVIÃO,EMBRAER,ERJ 190-400,E295,JATO,BIMOTOR,61500,REGULAR,SANTA GENOVEVA/GOIÂNIA,VIRACOPOS,CRUZEIRO,NENHUM,0
79541,ACIDENTE,BAURU,SP,****,11/09/2020,11,9,2020,PPFLJ,AVIÃO,AERO BOERO,AB-115,AB11,PISTÃO,MONOMOTOR,770,INSTRUÇÃO,BAURU,BAURU,DECOLAGEM,SUBSTANCIAL,0
79544,ACIDENTE,JUTI,MS,****,11/09/2020,11,9,2020,PRFIN,HELICÓPTERO,ROBINSON HELICOPTER,R44 II,R44,PISTÃO,MONOMOTOR,1134,PARTICULAR,***,***,INDETERMINADA,DESTRUÍDA,0
79545,INCIDENTE,BALNEÁRIO CAMBORIÚ,SC,****,11/09/2020,11,9,2020,PRHGH,HELICÓPTERO,EUROCOPTER FRANCE,AS 350 B2,AS50,TURBOEIXO,MONOMOTOR,2250,ADMINISTRAÇÃO DIRETA,FORA DE AERODROMO,MINISTRO VICTOR KONDER,MANOBRA,NENHUM,0
79540,INCIDENTE GRAVE,SÃO PAULO,SP,****,12/09/2020,12,9,2020,PRSJC,AVIÃO,AMERICAN CHAMPION,7GCBC,CH7B,PISTÃO,MONOMOTOR,748,PARTICULAR,ESTADUAL ARTHUR SIQUEIRA,***,CRUZEIRO,LEVE,0
79542,ACIDENTE,TAPIRATIBA,SP,*****,12/09/2020,12,9,2020,PTZOT,AVIÃO,FLYER INDUSTRIA AERONAUTICA LTDA,RV-10,ZZZZ,PISTÃO,MONOMOTOR,1224,PARTICULAR,***,***,***,DESTRUÍDA,1
79550,INCIDENTE GRAVE,MARINGÁ,PR,SBMG,12/09/2020,12,9,2020,PTKDH,AVIÃO,PIPER AIRCRAFT,PA-34-200,PA34,PISTÃO,BIMOTOR,1814,INSTRUÇÃO,SÍLVIO NAME JÚNIOR,SÍLVIO NAME JÚNIOR,POUSO,LEVE,0
79537,INCIDENTE GRAVE,ANGRA DOS REIS,RJ,SDAG,13/09/2020,13,9,2020,PPIPM,AVIÃO,BEECH AIRCRAFT,C35,BE35,PISTÃO,MONOMOTOR,1225,PARTICULAR,ANGRA DOS REIS,CAMPO DE MARTE,SUBIDA,LEVE,0
79538,INCIDENTE,MACAÉ,RJ,9PSD,13/09/2020,13,9,2020,PROMY,HELICÓPTERO,SIKORSKY AIRCRAFT,S-76C,S76,TURBOEIXO,BIMOTOR,5307,TÁXI AÉREO,MACAÉ,PETROBRAS 65,APROXIMAÇÃO FINAL,NENHUM,0
79556,INCIDENTE,RIO DE JANEIRO,RJ,SBRJ,13/09/2020,13,9,2020,PRYRJ,***,***,***,***,***,***,0,REGULAR,SALGADO FILHO,SANTOS DUMONT,APROXIMAÇÃO FINAL,NENHUM,0
79564,INCIDENTE GRAVE,ARAPIRACA,AL,SNAL,13/09/2020,13,9,2020,PPMRA,HELICÓPTERO,HELIBRAS,AS 350 B3,AS50,TURBOEIXO,MONOMOTOR,2250,ADMINISTRAÇÃO DIRETA,ARAPIRACA,ARAPIRACA,TÁXI,NENHUM,0
79543,ACIDENTE,ANAPU,PA,###!,14/09/2020,14,9,2020,PTRVU,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-720D,PA32,PISTÃO,MONOMOTOR,1633,PARTICULAR,BELÉM/BRIGADEIRO PROTÁSIO DE OLIVEIRA,ALTAMIRA,CORRIDA APÓS POUSO,SUBSTANCIAL,0
79547,ACIDENTE,MOZARLÂNDIA,GO,****,16/09/2020,16,9,2020,PPLUX,AVIÃO,PIPER AIRCRAFT,PA-30,PA30,PISTÃO,BIMOTOR,1633,PARTICULAR,MOZARLÂNDIA,MINAÇU,CRUZEIRO,SUBSTANCIAL,0
