codigo_reporte;nome_especie;especie_especie;tamanho_sugerido
74510;Não identificado;Não identificado;M
74511;Não identificado;Não identificado;M
74513;Não identificado;Não identificado;M
74514;Não identificado;Não identificado;M
74515;Não identificado;Não identificado;G
74517;Não identificado;Não identificado;M
74518;Pombos / Rolinhas;Família Columbidae;M
74519;Não identificado;Não identificado;M
74522;Fragata/tesourão (Fregata;(Fregata magnificens);MG
74523;Não identificado;Não identificado;M
74524;Não identificado;Não identificado;M
74526;Não identificado;Não identificado;M
74527;xx Outros (cachorro doméstico OU selvagem) > 1,5 kg;xx Outros (cachorro doméstico OU selvagem) > 1,5 kg;MG
74528;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);MG
74529;Quero-quero/tetéu;(Vanellus chilensis);M
74530;Quero-quero/tetéu;(Vanellus chilensis);P
74531;Não identificado;Não identificado;M
74532;Coruja -buraqueira;(Athene cunicularia);P
74532;Pica-paus;Família Picidae;MP
74532;Pombo-doméstico;(Columba livia);M
74532;Quero-quero/tetéu;(Vanellus chilensis);M
74532;Rolinha-picuí;(Columbina picui);MP
74533;Urubus;Família Cathartidae;MG
74535;Urubus;Família Cathartidae;MG
74536;xx Outros (répteis > 1,5 kg);xx Outros (répteis > 1,5 kg);MG
74539;Urubus;Família Cathartidae;M
74540;Garça-vaqueira/cunacoi/boiadeira;(Bubulcus ibis);M
74541;Andorinhas;família Hirundinidae;MP
74542;Andorinhões / taperuçus;(Família Apodidae);P
74543;Gaivotas;Família  Laridae;G
74545;Quero-quero/tetéu;(Vanellus chilensis);M
74546;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);G
74547;Não identificado;Não identificado;M
74549;Gaivotas;Família  Laridae;P
74550;Não identificado;Não identificado;M
74551;Urubus;Família Cathartidae;MG
74553;xx Outros (cachorro doméstico) > 1,5 kg;xx Outros (cachorro doméstico) > 1,5 kg;MG
74554;Gavião-caboclo/fumaça/tinga;(Heterospizias meridionalis);G
74555;Quero-quero/tetéu;(Vanellus chilensis);M
74556;Quero-quero/tetéu;(Vanellus chilensis);M
74557;Rolinha-picuí;(Columbina picui);MP
74558;Urubus;Família Cathartidae;MG
74559;Coruja -buraqueira;(Athene cunicularia);P
74559;Pica-paus;Família Picidae;MP
74559;Pombo-doméstico;(Columba livia);M
74559;Quero-quero/tetéu;(Vanellus chilensis);M
74559;Rolinha-picuí;(Columbina picui);MP
74559;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);MG
74560;Quero-quero/tetéu;(Vanellus chilensis);M
74561;Fragata/tesourão (Fregata;(Fregata magnificens);MG
74562;Não identificado;Não identificado;M
74563;Urubus;Família Cathartidae;MG
74564;Pombo-doméstico;(Columba livia);0
74564;Pombo-doméstico;(Columba livia);M
74565;Tuiuiú/jaburu;(Jabiru mycteria);MG
74566;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);MG
74567;xx Outros (mamíferos > 1,5 kg);xx Outros (mamíferos > 1,5 kg);M
74568;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);MG
74570;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);MG
74571;xx Passeriformes pequenos;xx Passeriformes pequenos;P
74572;Urubus;Família Cathartidae;P
74573;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);MG
74574;Não identificado;Não identificado;M
74575;Não identificado;Não identificado;M
74576;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);MG
74577;Não identificado;Não identificado;M
74578;Quero-quero/tetéu;(Vanellus chilensis);M
74579;xx Outros (mamíferos > 1,5 kg);xx Outros (mamíferos > 1,5 kg);MG
74581;Pica-paus;Família Picidae;MP
74581;Quero-quero/tetéu;(Vanellus chilensis);M
74584;Urubus;Família Cathartidae;MG
74585;Não identificado;Não identificado;M
74587;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);MG
74588;Quero-quero/tetéu;(Vanellus chilensis);M
74589;Não identificado;Não identificado;M
74590;Urubus;Família Cathartidae;G
74591;Quero-quero/tetéu;(Vanellus chilensis);P
74592;Urubus;Família Cathartidae;M
74593;Não identificado;Não identificado;P
74594;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);MG
74595;Coruja -buraqueira;(Athene cunicularia);P
74597;Garça-branca-grande;(Ardea alba);G
74598;Urubus;Família Cathartidae;M
74599;Carcará/carancho;(Caracara plancus);G
74600;Quero-quero/tetéu;(Vanellus chilensis);M
74601;xx Outros (cachorro doméstico) > 1,5 kg;xx Outros (cachorro doméstico) > 1,5 kg;MG
74602;Urubus;Família Cathartidae;M
74603;Urubus;Família Cathartidae;M
74604;Urubus;Família Cathartidae;P
74605;Urubus;Família Cathartidae;M
74606;Urubus;Família Cathartidae;MG
74607;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);MG
74608;Urubus;Família Cathartidae;MG
74609;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);MG
74610;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);MG
74612;Pomba-de-bando/arribaçã/arribação;(Zenaida auriculata);P
74613;Urubus;Família Cathartidae;MG
74614;Urubus;Família Cathartidae;MG
74615;Urubus;Família Cathartidae;MG
74616;Urubus;Família Cathartidae;MG
74617;Urubus;Família Cathartidae;MG
74618;Urubus;Família Cathartidae;MG
74619;Urubus;Família Cathartidae;MG
74620;Urubus;Família Cathartidae;MG
74621;Urubus;Família Cathartidae;MG
74622;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);M
74623;Urubus;Família Cathartidae;MG
74624;Biguá/mergulhão/miuá/pata-da-água/corvo-marinho;(Phalacrocorax brasilianus);M
74625;Urubus;Família Cathartidae;MG
74626;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);M
74627;Urubus;Família Cathartidae;MG
74628;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);MG
74629;Gaviões / Família accipitridae;Família accipitridae;P
74630;Urubus;Família Cathartidae;MG
74631;Urubus;Família Cathartidae;MG
74632;Urubus;Família Cathartidae;MG
74633;Urubus;Família Cathartidae;MG
74634;Urubus;Família Cathartidae;MG
74635;Urubus;Família Cathartidae;MG
74636;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);MG
74637;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);MG
74638;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);M
74639;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);MG
74640;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);0
74641;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);M
74643;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);M
74644;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);MG
74645;Urubus;Família Cathartidae;MG
74646;Urubus;Família Cathartidae;MG
74648;Quero-quero/tetéu;(Vanellus chilensis);M
74649;Quero-quero/tetéu;(Vanellus chilensis);M
74650;Não identificado;Não identificado;M
74652;Não identificado;Não identificado;M
74654;xx Outros (répteis > 1,5 kg);xx Outros (répteis > 1,5 kg);MG
74655;xx Outros (morcegos);xx Outros (morcegos);MP
74656;Urubus;Família Cathartidae;MG
74657;Urubus;Família Cathartidae;MG
74658;Urubus;Família Cathartidae;MG
74661;Carcará/carancho;(Caracara plancus);G
74663;Quero-quero/tetéu;(Vanellus chilensis);M
74664;Urubus;Família Cathartidae;MG
74665;Urubus;Família Cathartidae;MG
74666;Urubus;Família Cathartidae;MG
74667;Garças;Família Ardeidae;M
74668;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);MG
74669;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);MG
74670;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);MG
74671;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);MG
74672;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);MG
74673;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);MG
74674;xx Outros (cachorro doméstico OU selvagem) > 1,5 kg;xx Outros (cachorro doméstico OU selvagem) > 1,5 kg;P
74675;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);MG
74676;Urubus;Família Cathartidae;MG
74677;Urubus;Família Cathartidae;MG
74678;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);MG
74679;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);MG
74680;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);MG
74681;Não identificado;Não identificado;M
74682;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);MG
74684;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);MG
74685;Carcará/carancho;(Caracara plancus);G
74687;Urubus;Família Cathartidae;MG
74688;Urubus;Família Cathartidae;MG
74689;Urubus;Família Cathartidae;MG
74690;Urubus;Família Cathartidae;MG
74691;Urubus;Família Cathartidae;MG
74692;Urubus;Família Cathartidae;MG
74693;Urubus;Família Cathartidae;MG
74694;Urubus;Família Cathartidae;P
74695;Urubus;Família Cathartidae;MG
74696;Urubus;Família Cathartidae;MG
74697;Tapicuru-de-cara-pelada;(Phimosus infuscatus);M
74698;Urubus;Família Cathartidae;MG
74699;Urubus;Família Cathartidae;MG
74700;Urubus;Família Cathartidae;MG
74701;Urubus;Família Cathartidae;MG
74702;Urubus;Família Cathartidae;MG
74703;Urubus;Família Cathartidae;MG
74704;Urubus;Família Cathartidae;MG
74705;Urubus;Família Cathartidae;MG
74706;Urubus;Família Cathartidae;MG
74707;Urubus;Família Cathartidae;MG
74708;Tapicuru-de-cara-pelada;(Phimosus infuscatus);M
74709;Urubus;Família Cathartidae;MG
74710;Urubus;Família Cathartidae;MG
74712;Urubus;Família Cathartidae;MG
74713;Urubus;Família Cathartidae;MG
74714;Urubus;Família Cathartidae;MG
74715;Urubus;Família Cathartidae;MG
74716;Urubus;Família Cathartidae;MG
74717;Garças;Família Ardeidae;M
74718;Urubus;Família Cathartidae;M
74719;Urubus;Família Cathartidae;P
74720;Urubus;Família Cathartidae;MG
74721;Urubus;Família Cathartidae;M
74722;Urubus;Família Cathartidae;MG
74723;Urubus;Família Cathartidae;P
74724;Urubus;Família Cathartidae;P
74725;Urubus;Família Cathartidae;M
74726;Urubus;Família Cathartidae;M
74727;Urubus;Família Cathartidae;M
74728;Urubus;Família Cathartidae;P
74729;Urubus;Família Cathartidae;M
74730;Urubus;Família Cathartidae;M
74731;Urubus;Família Cathartidae;P
74732;xx Outros (cachorro doméstico OU selvagem) > 1,5 kg;xx Outros (cachorro doméstico OU selvagem) > 1,5 kg;MG
74733;Urubus;Família Cathartidae;M
74734;Urubus;Família Cathartidae;P
74735;Urubus;Família Cathartidae;M
74736;Urubus;Família Cathartidae;MG
74737;Urubus;Família Cathartidae;MG
74738;Urubus;Família Cathartidae;MG
74739;Urubus;Família Cathartidae;MG
74740;xx Outros (Capivara - Hydrochoerus hydrochaeris);xx Outros (Capivara - Hydrochoerus hydrochaeris);MG
74741;xx Outros (cachorro doméstico) > 1,5 kg;xx Outros (cachorro doméstico) > 1,5 kg;MG
74742;Tapicuru-de-cara-pelada;(Phimosus infuscatus);M
74743;xx Outros (cachorro doméstico) > 1,5 kg;xx Outros (cachorro doméstico) > 1,5 kg;MG
74744;xx Outros (cachorro doméstico) > 1,5 kg;xx Outros (cachorro doméstico) > 1,5 kg;MG
74745;Não identificado;Não identificado;P
74746;Carcará/carancho;(Caracara plancus);G
74746;Coruja -buraqueira;(Athene cunicularia);P
74746;Pica-paus;Família Picidae;MP
74746;Quero-quero/tetéu;(Vanellus chilensis);M
74746;Rolinha-picuí;(Columbina picui);MP
74747;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);MG
74748;Não identificado;Não identificado;M
74749;Não identificado;Não identificado;M
74750;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);MG
74751;Urubus;Família Cathartidae;MG
74752;Não identificado;Não identificado;M
74753;Seriema;(Cariama cristata);G
74754;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);MG
74755;Aguia-pescadora;(Pandion haliaetus);G
74756;Quero-quero/tetéu;(Vanellus chilensis);M
74757;Carcará/carancho;(Caracara plancus);G
74758;Quero-quero/tetéu;(Vanellus chilensis);M
74759;Urubus;Família Cathartidae;MG
74760;xx Outros (mamíferos > 1,5 kg);xx Outros (mamíferos > 1,5 kg);MG
74761;Urubus;Família Cathartidae;MG
74762;Urubus;Família Cathartidae;MG
74763;Urubus;Família Cathartidae;MG
74764;Gaivotas;Família  Laridae;P
74765;Urubus;Família Cathartidae;MG
74766;Urubus;Família Cathartidae;MG
74767;Urubus;Família Cathartidae;MG
74768;Urubus;Família Cathartidae;MG
74769;Urubus;Família Cathartidae;MG
74770;Urubus;Família Cathartidae;MG
74771;Urubus;Família Cathartidae;MG
74772;Urubus;Família Cathartidae;MG
74773;Quero-quero/tetéu;(Vanellus chilensis);M
74774;Carcará/carancho;(Caracara plancus);G
74775;Urubus;Família Cathartidae;MG
74776;Urubus;Família Cathartidae;MG
74777;Urubus;Família Cathartidae;MG
74778;Urubus;Família Cathartidae;MG
74779;Urubus;Família Cathartidae;MG
74780;Urubus;Família Cathartidae;MG
74781;Urubus;Família Cathartidae;MG
74782;Urubus;Família Cathartidae;MG
74783;Urubus;Família Cathartidae;MG
74784;Urubus;Família Cathartidae;MG
74785;Urubus;Família Cathartidae;MG
74786;Não identificado;Não identificado;M
74787;Urubus;Família Cathartidae;MG
74788;Urubus;Família Cathartidae;MG
74789;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);MG
74790;Pombo-doméstico;(Columba livia);M
74791;Não identificado;Não identificado;M
74792;Não identificado;Não identificado;M
74793;Não identificado;Não identificado;M
74796;Não identificado;Não identificado;M
74797;Não identificado;Não identificado;M
74798;xx Outros (répteis > 1,5 kg);xx Outros (répteis > 1,5 kg);MG
74799;xx Outros (cachorro selvagem) > 1,5 kg;xx Outros (cachorro selvagem) > 1,5 kg;G
74800;xx Outros (Capivara - Hydrochoerus hydrochaeris);xx Outros (Capivara - Hydrochoerus hydrochaeris);MG
74801;Urubus;Família Cathartidae;MG
74802;Coruja -buraqueira;(Athene cunicularia);P
74803;Urubus;Família Cathartidae;MG
74804;Urubus;Família Cathartidae;MG
74805;Urubus;Família Cathartidae;MG
74806;Urubus;Família Cathartidae;MG
74807;Urubus;Família Cathartidae;MG
74808;Gaivotas;Família  Laridae;P
74809;Urubus;Família Cathartidae;MG
74810;Urubus;Família Cathartidae;MG
74811;Urubus;Família Cathartidae;MG
74812;Urubus;Família Cathartidae;MG
74813;Urubus;Família Cathartidae;MG
74814;Quero-quero/tetéu;(Vanellus chilensis);M
74815;Não identificado;Não identificado;M
74816;Carcará/carancho;(Caracara plancus);G
74817;Não identificado;Não identificado;
74819;Não identificado;Não identificado;P
74820;Não identificado;Não identificado;M
74821;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);M
74822;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);M
74823;Não identificado;Não identificado;M
74824;Não identificado;Não identificado;P
74825;Não identificado;Não identificado;P
74826;Não identificado;Não identificado;P
74827;Não identificado;Não identificado;P
74828;Urubus;Família Cathartidae;MG
74829;Urubus;Família Cathartidae;MG
74830;Urubus;Família Cathartidae;MG
74831;Não identificado;Não identificado;M
74832;Não identificado;Não identificado;G
74833;Urubus;Família Cathartidae;MG
74834;Urubus;Família Cathartidae;MG
74835;Carcará/carancho;(Caracara plancus);G
74835;Coruja -buraqueira;(Athene cunicularia);P
74835;Pica-paus;Família Picidae;MP
74835;Quero-quero/tetéu;(Vanellus chilensis);M
74835;Rolinha-picuí;(Columbina picui);MP
74835;Tesourinha;(Tyrannus savana);MP
74835;xx Passeriformes pequenos;xx Passeriformes pequenos;MP
74836;Urubus;Família Cathartidae;MG
74837;Urubus;Família Cathartidae;MG
74838;Urubus;Família Cathartidae;MG
74839;Urubus;Família Cathartidae;MG
74840;Urubus;Família Cathartidae;MG
74841;Urubus;Família Cathartidae;MG
74842;Urubus;Família Cathartidae;MG
74843;Urubus;Família Cathartidae;MG
74844;Urubus;Família Cathartidae;MG
74847;Urubus;Família Cathartidae;MG
74848;Quero-quero/tetéu;(Vanellus chilensis);M
74849;Urubus;Família Cathartidae;MG
74850;Urubus;Família Cathartidae;MG
74851;Não identificado;Não identificado;M
74853;Não identificado;Não identificado;M
74854;Não identificado;Não identificado;M
74855;Quero-quero/tetéu;(Vanellus chilensis);M
74855;xx Outros (Capivara - Hydrochoerus hydrochaeris);xx Outros (Capivara - Hydrochoerus hydrochaeris);MG
74856;Não identificado;Não identificado;M
74857;Não identificado;Não identificado;G
74858;Quero-quero/tetéu;(Vanellus chilensis);M
74859;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);MG
74860;Não identificado;Não identificado;M
74861;Quero-quero/tetéu;(Vanellus chilensis);M
74862;Albatrozes;Família Diomedeidea;MG
74863;Albatrozes;Família Diomedeidea;MG
74864;xx Passeriformes pequenos;xx Passeriformes pequenos;MP
74865;Quero-quero/tetéu;(Vanellus chilensis);M
74866;Gaivotas;Família  Laridae;G
74867;Quero-quero/tetéu;(Vanellus chilensis);M
74868;Urubus;Família Cathartidae;MG
74869;Pica-paus;Família Picidae;MP
74870;Urubus;Família Cathartidae;MG
74871;Bem-te-vi;(Pitangus sulphuratus);P
74872;Quero-quero/tetéu;(Vanellus chilensis);M
74873;Periquito-de-encontro-amarelo/asa-amarela/estrela;(Brotogeris chiriri);P
74874;Quero-quero/tetéu;(Vanellus chilensis);M
74875;xx Outros (morcegos);xx Outros (morcegos);P
74876;xx Outros (morcegos);xx Outros (morcegos);P
74877;Não identificado;Não identificado;M
74879;Quero-quero/tetéu;(Vanellus chilensis);M
74880;Quero-quero/tetéu;(Vanellus chilensis);M
74881;Urubus;Família Cathartidae;MG
74882;Urubus;Família Cathartidae;MG
74883;Urubus;Família Cathartidae;MG
74885;Carcará/carancho;(Caracara plancus);G
74886;Carcará/carancho;(Caracara plancus);G
74887;xx Outros (morcegos);xx Outros (morcegos);P
74888;Não identificado;Não identificado;M
74889;Não identificado;Não identificado;M
74890;Quero-quero/tetéu;(Vanellus chilensis);M
74891;Urubus;Família Cathartidae;G
74892;Pica-paus;Família Picidae;MP
74892;Quero-quero/tetéu;(Vanellus chilensis);M
74893;Não identificado;Não identificado;M
74895;Bem- te-vis;Família Tyrannidae;MP
74895;Quero-quero/tetéu;(Vanellus chilensis);M
74895;xx Passeriformes pequenos;xx Passeriformes pequenos;MP
74897;Pica-paus;Família Picidae;MP
74897;Quero-quero/tetéu;(Vanellus chilensis);M
74897;Tesourinha;(Tyrannus savana);MP
74898;Quero-quero/tetéu;(Vanellus chilensis);M
74899;Pombo-doméstico;(Columba livia);M
74900;Não identificado;Não identificado;M
74901;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);MG
74902;Não identificado;Não identificado;P
74904;Não identificado;Não identificado;P
74905;Não identificado;Não identificado;M
74906;Não identificado;Não identificado;P
74907;Quero-quero/tetéu;(Vanellus chilensis);P
74909;Quero-quero/tetéu;(Vanellus chilensis);M
74910;Quero-quero/tetéu;(Vanellus chilensis);M
74912;Não identificado;Não identificado;P
74913;Não identificado;Não identificado;M
74914;Quero-quero/tetéu;(Vanellus chilensis);M
74915;Bem- te-vis;Família Tyrannidae;MP
74915;Pica-paus;Família Picidae;MP
74915;Quero-quero/tetéu;(Vanellus chilensis);M
74915;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);MG
74915;xx Passeriformes pequenos;xx Passeriformes pequenos;MP
74916;Urubus;Família Cathartidae;MG
74917;Não identificado;Não identificado;M
74918;Quero-quero/tetéu;(Vanellus chilensis);M
74919;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);MG
74920;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);MG
74921;Não identificado;Não identificado;M
74922;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);MG
74924;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);MG
74925;Urubus;Família Cathartidae;MG
74926;Urubus;Família Cathartidae;MG
74927;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);MG
74928;Urubus;Família Cathartidae;MG
74929;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);MG
74930;Urubus;Família Cathartidae;MG
74931;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);MG
74932;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);MG
74933;Não identificado;Não identificado;M
74934;Andorinhas;família Hirundinidae;MP
74935;Urubus;Família Cathartidae;G
74936;Urubus;Família Cathartidae;MG
74937;Falcão-quiriquiri;(Falco sparverius);P
74937;Pica-paus;Família Picidae;MP
74937;Pomba-de-bando/arribaçã/arribação;(Zenaida auriculata);P
74937;Primavera;(Xolmis cinereus);P
74937;Quero-quero/tetéu;(Vanellus chilensis);M
74938;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);MG
74939;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);MG
74940;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);MG
74941;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);MG
74942;Urubus;Família Cathartidae;MG
74943;Pombo-doméstico;(Columba livia);M
74944;Quero-quero/tetéu;(Vanellus chilensis);M
74945;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);G
74946;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);G
74947;Urubus;Família Cathartidae;MG
74948;Pombo-doméstico;(Columba livia);M
74949;Não identificado;Não identificado;M
74950;Urubus;Família Cathartidae;MG
74951;Urubus;Família Cathartidae;MG
74952;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);MG
74953;Urubus;Família Cathartidae;MG
74954;Não identificado;Não identificado;M
74955;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);MG
74956;Carcará/carancho;(Caracara plancus);P
74957;Urubus;Família Cathartidae;MG
74958;Fragata/tesourão (Fregata;(Fregata magnificens);MG
74959;Bem- te-vis;Família Tyrannidae;MP
74959;Pomba-de-bando/arribaçã/arribação;(Zenaida auriculata);P
74959;Primavera;(Xolmis cinereus);P
74959;Quero-quero/tetéu;(Vanellus chilensis);M
74959;Tesourinha;(Tyrannus savana);MP
74959;xx Passeriformes pequenos;xx Passeriformes pequenos;MP
74960;Pombos / Rolinhas;Família Columbidae;M
74961;Não identificado;Não identificado;M
74962;Não identificado;Não identificado;P
74965;Não identificado;Não identificado;P
74967;Não identificado;Não identificado;P
74968;Não identificado;Não identificado;P
74969;Não identificado;Não identificado;P
74970;Não identificado;Não identificado;P
74971;xx Outros (cachorro doméstico) > 1,5 kg;xx Outros (cachorro doméstico) > 1,5 kg;MG
74972;Não identificado;Não identificado;P
74972;xx Outros (morcegos);xx Outros (morcegos);P
74973;Quero-quero/tetéu;(Vanellus chilensis);M
74974;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);MG
74975;xx Outros (cachorro doméstico OU selvagem) > 1,5 kg;xx Outros (cachorro doméstico OU selvagem) > 1,5 kg;MG
74976;Pombos / Rolinhas;Família Columbidae;M
74977;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);MG
74978;Não identificado;Não identificado;P
74979;Não identificado;Não identificado;P
74982;Não identificado;Não identificado;M
74983;Não identificado;Não identificado;M
74986;Não identificado;Não identificado;M
74987;Não identificado;Não identificado;M
74988;Não identificado;Não identificado;M
74989;Bem- te-vis;Família Tyrannidae;MP
74989;Pica-paus;Família Picidae;MP
74989;Pomba-de-bando/arribaçã/arribação;(Zenaida auriculata);P
74989;Pombo-doméstico;(Columba livia);M
74989;Quero-quero/tetéu;(Vanellus chilensis);M
74989;Tesourinha;(Tyrannus savana);MP
74990;Urubus;Família Cathartidae;MG
74991;Urubus;Família Cathartidae;MG
74992;Urubus;Família Cathartidae;MG
74993;Urubus;Família Cathartidae;MG
74994;Urubus;Família Cathartidae;MG
74995;Urubus;Família Cathartidae;MG
74996;Urubus;Família Cathartidae;MG
74997;Urubus;Família Cathartidae;MG
74998;Urubus;Família Cathartidae;MG
75000;Urubus;Família Cathartidae;MG
75001;Não identificado;Não identificado;P
75003;Urubus;Família Cathartidae;MG
75004;xx Outros (Capivara - Hydrochoerus hydrochaeris);xx Outros (Capivara - Hydrochoerus hydrochaeris);MG
75005;Urubu-de-cabeça-vermelha;(Cathartes aura);G
75006;xx Outros (mamíferos > 1,5 kg);xx Outros (mamíferos > 1,5 kg);MG
75007;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);MG
75008;Urubus;Família Cathartidae;MG
75009;Não identificado;Não identificado;G
75010;Gaivotas;Família  Laridae;P
75011;xx Outros (répteis > 1,5 kg);xx Outros (répteis > 1,5 kg);MG
75012;Não identificado;Não identificado;M
75013;Urubus;Família Cathartidae;MG
75015;Não identificado;Não identificado;MP
75016;Não identificado;Não identificado;M
75018;Não identificado;Não identificado;M
75019;Garça-branca-grande;(Ardea alba);G
75020;Não identificado;Não identificado;M
75021;Urubus;Família Cathartidae;MG
75022;Quero-quero/tetéu;(Vanellus chilensis);M
75025;Urubus;Família Cathartidae;MG
75026;Não identificado;Não identificado;MP
75027;Andorinha-de-bando/chaminé/de-pescoço-vermelho;Hirundo rustica;MP
75030;Não identificado;Não identificado;M
75032;Não identificado;Não identificado;M
75033;Quero-quero/tetéu;(Vanellus chilensis);M
75034;xx Passeriformes pequenos;xx Passeriformes pequenos;MP
75035;Gavião-de-rabo-branco/curucuturi;(Geranoaetus albicaudatus);G
75036;Caminheiro-zumbidor/corredeira;(Anthus lutescens);MP
75038;Quero-quero/tetéu;(Vanellus chilensis);M
75039;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);MG
75040;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);MG
75043;Andorinha-do-rio/ribeirinha;(Tachycineta albiventer);MP
75045;Não identificado;Não identificado;M
75046;Coruja -buraqueira;(Athene cunicularia);P
75046;Quero-quero/tetéu;(Vanellus chilensis);M
75047;xx Outros (mamíferos > 1,5 kg);xx Outros (mamíferos > 1,5 kg);MG
75048;Coruja -buraqueira;(Athene cunicularia);P
75048;Pica-paus;Família Picidae;MP
75048;Quero-quero/tetéu;(Vanellus chilensis);M
75048;Rolinha-picuí;(Columbina picui);MP
75048;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);MG
75049;Coruja -buraqueira;(Athene cunicularia);P
75049;Quero-quero/tetéu;(Vanellus chilensis);M
75049;Rolinha-picuí;(Columbina picui);MP
75049;Tesourinha;(Tyrannus savana);MP
75050;Não identificado;Não identificado;M
75051;Não identificado;Não identificado;M
75052;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);MG
75053;Quero-quero/tetéu;(Vanellus chilensis);M
75054;xx Outros (cachorro doméstico OU selvagem) > 1,5 kg;xx Outros (cachorro doméstico OU selvagem) > 1,5 kg;MG
75056;xx Outros (mamíferos > 1,5 kg);xx Outros (mamíferos > 1,5 kg);MG
75057;Não identificado;Não identificado;M
75058;Não identificado;Não identificado;M
75060;Urubus;Família Cathartidae;MG
75061;xx Outros (mamíferos > 1,5 kg);xx Outros (mamíferos > 1,5 kg);MG
75062;Não identificado;Não identificado;M
75065;Fragata/tesourão (Fregata;(Fregata magnificens);MG
75066;Fragata/tesourão (Fregata;(Fregata magnificens);MG
75067;Fragata/tesourão (Fregata;(Fregata magnificens);MG
75068;Fragata/tesourão (Fregata;(Fregata magnificens);MG
