codigo_reporte;nome_especie;especie_especie;tamanho_sugerido
51752;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);MG
51754;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);MG
51756;Carcará/carancho;(Caracara plancus);P
51757;Urubus;Família Cathartidae;M
51758;Não identificado;Não identificado;M
51759;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);MG
51760;Não identificado;Não identificado;M
51761;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);MG
51762;xx Outros (répteis > 1,5 kg);xx Outros (répteis > 1,5 kg);0
51763;Não identificado;Não identificado;M
51764;Carcará/carancho;(Caracara plancus);G
51766;Bacuraus/Curiangos;Familia Caprimulgidae;M
51767;Quero-quero/tetéu;(Vanellus chilensis);M
51767;Urubus;Família Cathartidae;MG
51768;Urubu-de-cabeça-vermelha;(Cathartes aura);G
51769;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);G
51770;Quero-quero/tetéu;(Vanellus chilensis);M
51771;Quero-quero/tetéu;(Vanellus chilensis);M
51771;Urubus;Família Cathartidae;MG
51772;Carcará/carancho;(Caracara plancus);G
51773;Quero-quero/tetéu;(Vanellus chilensis);M
51774;xx Outros (répteis > 1,5 kg);xx Outros (répteis > 1,5 kg);MG
51775;Quero-quero/tetéu;(Vanellus chilensis);M
51776;Garça-branca-pequena;(Egretta thula);P
51777;Andorinha-de-sobre-branco;Tachycineta leucorrhoa;MP
51778;Gaivotas;Família  Laridae;MG
51780;xx Outros (mamíferos > 1,5 kg);xx Outros (mamíferos > 1,5 kg);MG
51781;Não identificado;Não identificado;MG
51781;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);MG
51782;Carcará/carancho;(Caracara plancus);G
51783;Urubus;Família Cathartidae;MG
51784;Urubus;Família Cathartidae;MG
51785;xx Outros (cachorro doméstico) > 1,5 kg;xx Outros (cachorro doméstico) > 1,5 kg;MG
51786;Quero-quero/tetéu;(Vanellus chilensis);M
51787;xx Outros (mamíferos > 1,5 kg);xx Outros (mamíferos > 1,5 kg);G
51788;Não identificado;Não identificado;
51789;Primavera;(Xolmis cinereus);P
51789;Quero-quero/tetéu;(Vanellus chilensis);M
51789;Urubus;Família Cathartidae;MG
51792;Não identificado;Não identificado;MG
51793;Quero-quero/tetéu;(Vanellus chilensis);M
51794;Não identificado;Não identificado;P
51795;Não identificado;Não identificado;M
51796;Carcará/carancho;(Caracara plancus);G
51797;Não identificado;Não identificado;M
51798;Carcará/carancho;(Caracara plancus);G
51799;xx Outros (cachorro selvagem) > 1,5 kg;xx Outros (cachorro selvagem) > 1,5 kg;MG
51800;Não identificado;Não identificado;P
51801;Não identificado;Não identificado;P
51802;Não identificado;Não identificado;P
51803;Não identificado;Não identificado;M
51805;Urubus;Família Cathartidae;MG
51806;Não identificado;Não identificado;P
51808;Não identificado;Não identificado;M
51809;Gaviões / Família accipitridae;Família accipitridae;M
51810;Não identificado;Não identificado;
51811;Não identificado;Não identificado;
51812;Quero-quero/tetéu;(Vanellus chilensis);M
51814;Não identificado;Não identificado;
51815;Não identificado;Não identificado;M
51816;Gaivotas;Família  Laridae;MG
51819;Urubus;Família Cathartidae;M
51820;xx Outros (cachorro doméstico) > 1,5 kg;xx Outros (cachorro doméstico) > 1,5 kg;MG
51821;Não identificado;Não identificado;M
51823;Quero-quero/tetéu;(Vanellus chilensis);M
51824;Quero-quero/tetéu;(Vanellus chilensis);M
51825;Quero-quero/tetéu;(Vanellus chilensis);M
51826;xx Outros (morcegos);xx Outros (morcegos);MP
51827;Quero-quero/tetéu;(Vanellus chilensis);M
51829;Fragata/tesourão (Fregata;(Fregata magnificens);MG
51830;Não identificado;Não identificado;P
51831;Urubus;Família Cathartidae;MG
51832;xx Outros (cachorro doméstico) > 1,5 kg;xx Outros (cachorro doméstico) > 1,5 kg;MG
51833;Pombos / Rolinhas;Família Columbidae;
51834;Não identificado;Não identificado;
51835;Não identificado;Não identificado;
51836;Não identificado;Não identificado;P
51837;Não identificado;Não identificado;G
51838;Não identificado;Não identificado;M
51840;Não identificado;Não identificado;M
51841;Não identificado;Não identificado;
51842;Urubus;Família Cathartidae;MG
51843;Não identificado;Não identificado;
51844;xx Outros (mamíferos > 1,5 kg);xx Outros (mamíferos > 1,5 kg);MG
51846;xx Passeriformes pequenos;xx Passeriformes pequenos;MP
51848;Urubus;Família Cathartidae;G
51849;Urubus;Família Cathartidae;G
51851;Urubus;Família Cathartidae;G
51852;Urubus;Família Cathartidae;G
51853;Urubus;Família Cathartidae;G
51855;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);MG
51856;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);MG
51857;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);MG
51858;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);MG
51861;xx Outros (mamíferos > 1,5 kg);xx Outros (mamíferos > 1,5 kg);MG
51862;Quero-quero/tetéu;(Vanellus chilensis);M
51863;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);M
51864;Carcará/carancho;(Caracara plancus);G
51865;Urubus;Família Cathartidae;MG
51866;Quero-quero/tetéu;(Vanellus chilensis);M
51868;Não identificado;Não identificado;M
51869;xx Outros (bovinos);xx Outros (bovinos);MG
51870;Biguá/mergulhão/miuá/pata-da-água/corvo-marinho;(Phalacrocorax brasilianus);G
51871;Urubus;Família Cathartidae;G
51873;Quero-quero/tetéu;(Vanellus chilensis);M
51874;xx Outros (cachorro doméstico OU selvagem) > 1,5 kg;xx Outros (cachorro doméstico OU selvagem) > 1,5 kg;MG
51875;Urubus;Família Cathartidae;MG
51876;Urubus;Família Cathartidae;MG
51877;Urubus;Família Cathartidae;MG
51878;Urubu-de-cabeça-vermelha;(Cathartes aura);G
51879;Urubus;Família Cathartidae;MG
51880;Urubus;Família Cathartidae;MG
51881;Urubus;Família Cathartidae;MG
51882;Urubus;Família Cathartidae;MG
51883;Urubus;Família Cathartidae;MG
51884;Maria-faceira;(Syrigma sibilatrix);M
51887;Não identificado;Não identificado;MP
51888;Não identificado;Não identificado;
51889;Urubus;Família Cathartidae;G
51890;Carcará/carancho;(Caracara plancus);G
51892;xx Outros (mamíferos > 1,5 kg);xx Outros (mamíferos > 1,5 kg);MG
51893;Quero-quero/tetéu;(Vanellus chilensis);M
51894;Não identificado;Não identificado;M
51895;Não identificado;Não identificado;
51897;Urubus;Família Cathartidae;MG
51899;Não identificado;Não identificado;M
51900;Não identificado;Não identificado;M
51901;Gaivotas;Família  Laridae;G
51902;Andorinha-de-bando/chaminé/de-pescoço-vermelho;Hirundo rustica;MP
51903;Corujas;Família Strigidae;
51904;Curicaca-comum;(Theristicus caudatus);MG
51905;Urubus;Família Cathartidae;M
51906;Urubus;Família Cathartidae;M
51907;Urubus;Família Cathartidae;M
51909;Urubus;Família Cathartidae;G
51910;Urubus;Família Cathartidae;G
51911;Urubus;Família Cathartidae;G
51912;Fragata/tesourão (Fregata;(Fregata magnificens);P
51914;Urubus;Família Cathartidae;G
51916;Andorinha-do-campo;Progne tapera;MP
51917;Não identificado;Não identificado;M
51918;Não identificado;Não identificado;M
51919;Não identificado;Não identificado;
51920;Urubus;Família Cathartidae;MG
51921;Bem-te-vi;(Pitangus sulphuratus);P
51922;Não identificado;Não identificado;M
51923;Carcará/carancho;(Caracara plancus);G
51924;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);MG
51926;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);G
51927;Não identificado;Não identificado;M
51928;Gaviões / Família accipitridae;Família accipitridae;G
51929;xx Outros (cachorro selvagem) > 1,5 kg;xx Outros (cachorro selvagem) > 1,5 kg;MG
51930;Seriema;(Cariama cristata);G
51931;xx Passeriformes pequenos;xx Passeriformes pequenos;MP
51932;xx Outros (mamíferos > 1,5 kg);xx Outros (mamíferos > 1,5 kg);MG
51933;Corujas;Família Strigidae;M
51934;Urubus;Família Cathartidae;G
51935;Urubus;Família Cathartidae;G
51936;Não identificado;Não identificado;M
51937;Não identificado;Não identificado;M
51939;Urubus;Família Cathartidae;MG
51940;Quero-quero/tetéu;(Vanellus chilensis);M
51941;xx Outros (cachorro selvagem) > 1,5 kg;xx Outros (cachorro selvagem) > 1,5 kg;MG
51942;Socozinho/socó-tripa;(Butorides striata);P
51943;Fragata/tesourão (Fregata;(Fregata magnificens);MG
51944;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);MG
51946;xx Outros (bovinos);xx Outros (bovinos);MG
51947;Urubus;Família Cathartidae;MG
51948;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);MG
51949;Fragata/tesourão (Fregata;(Fregata magnificens);MG
51950;Garça-branca-grande;(Ardea alba);G
51951;Não identificado;Não identificado;MG
51952;Não identificado;Não identificado;MG
51953;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);G
51956;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);G
51957;Urubus;Família Cathartidae;G
51958;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);G
51959;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);G
51960;Carcará/carancho;(Caracara plancus);G
51962;Quero-quero/tetéu;(Vanellus chilensis);M
51963;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);G
51964;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);G
51965;Urubus;Família Cathartidae;MG
51968;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);G
51969;xx Passeriformes pequenos;xx Passeriformes pequenos;MP
51971;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);G
51972;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);G
51973;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);G
51974;xx Passeriformes pequenos;xx Passeriformes pequenos;MP
51975;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);G
51976;Urubus;Família Cathartidae;MG
51978;Seriema;(Cariama cristata);G
51980;xx Passeriformes pequenos;xx Passeriformes pequenos;MP
51981;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);G
51982;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);G
51983;xx Passeriformes pequenos;xx Passeriformes pequenos;MP
51984;Quero-quero/tetéu;(Vanellus chilensis);P
51985;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);G
51986;xx Passeriformes pequenos;xx Passeriformes pequenos;M
51988;xx Passeriformes pequenos;xx Passeriformes pequenos;MP
51990;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);G
51991;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);G
51992;Andorinha-pequena-de-casa;(Pygochelidon cyanoleuca);P
51993;Urubus;Família Cathartidae;MG
51994;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);G
51995;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);G
51996;Urubus;Família Cathartidae;MG
51997;Andorinha-doméstica-grande;(Progne chalybea);MP
51998;xx Outros (mamíferos > 1,5 kg);xx Outros (mamíferos > 1,5 kg);MG
51999;Não identificado;Não identificado;M
52000;Urubus;Família Cathartidae;M
52001;xx Outros (répteis > 1,5 kg);xx Outros (répteis > 1,5 kg);MG
52004;Não identificado;Não identificado;M
52005;Carcará/carancho;(Caracara plancus);G
52007;xx Outros (répteis > 1,5 kg);xx Outros (répteis > 1,5 kg);MG
52008;Carcará/carancho;(Caracara plancus);G
52009;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);MG
52010;xx Outros (répteis > 1,5 kg);xx Outros (répteis > 1,5 kg);MG
52011;xx Outros (mamíferos > 1,5 kg);xx Outros (mamíferos > 1,5 kg);MG
52012;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);MG
52013;xx Passeriformes pequenos;xx Passeriformes pequenos;MP
52014;xx Passeriformes pequenos;xx Passeriformes pequenos;MP
52015;Não identificado;Não identificado;M
52016;Quero-quero/tetéu;(Vanellus chilensis);M
52017;xx Outros (mamíferos > 1,5 kg);xx Outros (mamíferos > 1,5 kg);MG
52018;Não identificado;Não identificado;M
52019;Carcará/carancho;(Caracara plancus);G
52020;Não identificado;Não identificado;
52021;Quero-quero/tetéu;(Vanellus chilensis);M
52022;Urubus;Família Cathartidae;MG
52023;Corucão/tabaco-bom;(Chordeiles nacunda);P
52025;xx Outros (cachorro doméstico) > 1,5 kg;xx Outros (cachorro doméstico) > 1,5 kg;MG
52026;Urubus;Família Cathartidae;G
52027;Urubus;Família Cathartidae;MG
52028;Carcará/carancho;(Caracara plancus);G
52029;Corucão/tabaco-bom;(Chordeiles nacunda);P
52030;Trinta-réis-grande;(Phaetusa simplex);0
52031;Não identificado;Não identificado;M
52032;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);MG
52033;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);MG
52034;Urubus;Família Cathartidae;MG
52035;Não identificado;Não identificado;M
52036;Urubus;Família Cathartidae;M
52037;xx Outros (cachorro selvagem) > 1,5 kg;xx Outros (cachorro selvagem) > 1,5 kg;MG
52038;Urubus;Família Cathartidae;M
52039;Não identificado;Não identificado;M
52040;Fragata/tesourão (Fregata;(Fregata magnificens);MG
52041;Não identificado;Não identificado;M
52042;Não identificado;Não identificado;M
52043;xx Outros (cachorro doméstico OU selvagem) > 1,5 kg;xx Outros (cachorro doméstico OU selvagem) > 1,5 kg;MG
52044;Pomba-de-bando/arribaçã/arribação;(Zenaida auriculata);P
52045;Carcará/carancho;(Caracara plancus);M
52046;Pombão/asa-branca/legítima/carijó;(Patagioenas picazuro);P
52047;Não identificado;Não identificado;M
52048;xx Outros (cachorro doméstico OU selvagem) > 1,5 kg;xx Outros (cachorro doméstico OU selvagem) > 1,5 kg;MG
52049;xx Outros (cachorro selvagem) > 1,5 kg;xx Outros (cachorro selvagem) > 1,5 kg;MG
52051;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);MG
52052;Pomba-de-bando/arribaçã/arribação;(Zenaida auriculata);P
52053;Não identificado;Não identificado;G
52054;Carcará/carancho;(Caracara plancus);G
52055;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);G
52056;Urubu-da-mata;(Cathartes melambrotus);MG
52057;Quero-quero/tetéu;(Vanellus chilensis);M
52058;Quero-quero/tetéu;(Vanellus chilensis);M
52059;Pica-paus;Família Picidae;MP
52060;Não identificado;Não identificado;
52061;Não identificado;Não identificado;
52062;Pombo-doméstico;(Columba livia);M
52063;Não identificado;Não identificado;
52064;Urubus;Família Cathartidae;MG
52065;Urubus;Família Cathartidae;MG
52066;Quero-quero/tetéu;(Vanellus chilensis);M
52067;Não identificado;Não identificado;M
52068;Não identificado;Não identificado;M
52069;Não identificado;Não identificado;P
52070;Bem- te-vis;Família Tyrannidae;MP
52071;Não identificado;Não identificado;M
52072;Não identificado;Não identificado;M
52073;Não identificado;Não identificado;M
52074;Não identificado;Não identificado;M
52075;Não identificado;Não identificado;M
52076;xx Outros (cachorro selvagem) > 1,5 kg;xx Outros (cachorro selvagem) > 1,5 kg;MG
52077;Não identificado;Não identificado;M
52078;Não identificado;Não identificado;M
52079;xx Outros (cachorro doméstico) > 1,5 kg;xx Outros (cachorro doméstico) > 1,5 kg;MG
52081;xx Outros (cachorro doméstico) > 1,5 kg;xx Outros (cachorro doméstico) > 1,5 kg;MG
52082;Quero-quero/tetéu;(Vanellus chilensis);M
52083;Quero-quero/tetéu;(Vanellus chilensis);M
52084;Urubus;Família Cathartidae;M
52085;Urubus;Família Cathartidae;G
52086;Urubus;Família Cathartidae;MG
52087;Não identificado;Não identificado;M
52088;Não identificado;Não identificado;
52089;Não identificado;Não identificado;M
52090;Não identificado;Não identificado;M
52091;Não identificado;Não identificado;M
52092;xx Outros (cachorro doméstico) > 1,5 kg;xx Outros (cachorro doméstico) > 1,5 kg;MG
52093;Não identificado;Não identificado;M
52094;Não identificado;Não identificado;M
52095;Marrecas / patos;Família Anatidae;G
52096;Não identificado;Não identificado;M
52099;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);MG
52100;Quero-quero/tetéu;(Vanellus chilensis);M
52101;Não identificado;Não identificado;M
52102;Quero-quero/tetéu;(Vanellus chilensis);M
52103;Não identificado;Não identificado;M
52104;Não identificado;Não identificado;M
52107;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);MG
52108;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);MG
52109;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);MG
52110;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);MG
52111;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);MG
52112;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);MG
52113;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);MG
52114;xx Outros (mamíferos > 1,5 kg);xx Outros (mamíferos > 1,5 kg);MG
52115;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);MG
52116;Não identificado;Não identificado;M
52117;Urubus;Família Cathartidae;G
52118;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);MG
52119;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);0
52120;Não identificado;Não identificado;M
52121;Não identificado;Não identificado;M
52122;Não identificado;Não identificado;M
52123;Não identificado;Não identificado;G
52124;Não identificado;Não identificado;M
52125;Não identificado;Não identificado;M
52126;Não identificado;Não identificado;M
52127;Não identificado;Não identificado;
52128;Não identificado;Não identificado;M
52129;Urubus;Família Cathartidae;MG
52130;Não identificado;Não identificado;M
52131;Não identificado;Não identificado;M
52132;Não identificado;Não identificado;M
52133;Não identificado;Não identificado;
52134;Não identificado;Não identificado;
52135;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);MG
52136;Não identificado;Não identificado;
52137;Não identificado;Não identificado;M
52138;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);MG
52139;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);MG
52140;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);MG
52141;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);MG
52142;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);MG
52144;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);MG
52145;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);MG
52146;Curicacas/Tapicurus;Família Threskiornithidae;
52148;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);MG
52149;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);MG
52150;Tucanos;Família Ramphastidae;M
52151;Não identificado;Não identificado;M
52152;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);MG
52153;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);MG
52154;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);MG
52155;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);MG
52156;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);0
52157;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);MG
52158;Quero-quero/tetéu;(Vanellus chilensis);M
52159;xx Outros (mamíferos > 1,5 kg);xx Outros (mamíferos > 1,5 kg);MG
52160;Não identificado;Não identificado;
52161;Não identificado;Não identificado;
52162;Não identificado;Não identificado;M
52163;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);MG
52164;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);
52165;Bem-te-vi;(Pitangus sulphuratus);P
52165;Falcão-quiriquiri;(Falco sparverius);P
52165;Pica-paus;Família Picidae;MP
52165;Pomba-de-bando/arribaçã/arribação;(Zenaida auriculata);P
52165;Pombo-doméstico;(Columba livia);M
52165;Primavera;(Xolmis cinereus);P
52165;Quero-quero/tetéu;(Vanellus chilensis);M
52166;Carcará/carancho;(Caracara plancus);G
52167;Urubus;Família Cathartidae;MG
52168;xx Outros (mamíferos > 1,5 kg);xx Outros (mamíferos > 1,5 kg);MG
52169;Não identificado;Não identificado;M
52170;Não identificado;Não identificado;M
52171;Não identificado;Não identificado;M
52172;xx Outros (cachorro doméstico) > 1,5 kg;xx Outros (cachorro doméstico) > 1,5 kg;MG
52173;xx Outros (cachorro doméstico) > 1,5 kg;xx Outros (cachorro doméstico) > 1,5 kg;MG
52174;xx Outros (cachorro doméstico) > 1,5 kg;xx Outros (cachorro doméstico) > 1,5 kg;MG
52175;xx Outros (mamíferos > 1,5 kg);xx Outros (mamíferos > 1,5 kg);MG
52176;Garça-vaqueira/cunacoi/boiadeira;(Bubulcus ibis);M
